pid,label
48576,0.002938
48580,0.001713
48588,0.001036
48597,0.000801
48612,0.002033
48616,0.00034
48618,0.017062
48619,0.001726
48621,0.000963
48658,0.000981
48685,0.003923
48728,0.259807
48732,0.089104
48738,0.001186
48741,0.052539
48742,0.000725
48743,0.02622
48748,0.005369
48762,0.00097
48763,0.143158
48778,0.013691
48780,0.000269
48787,0.012998
48809,0.003755
48812,0.010704
48815,0.00203
48816,0.018246
48817,0.022517
48819,0.193143
48821,0.058552
48824,0.01948
48832,0.000947
48838,0.029558
48839,0.003554
48845,0.003139
48846,0.001065
48904,0.014998
48911,0.000812
48912,0.001432
48914,0.002642
48917,0.028094
48918,0.002434
48923,0.170642
48924,0.01172
48926,0.00704
48927,0.040151
48929,0.00685
48952,0.003127
48953,0.00973
48954,0.012256
48955,0.029915
48956,0.005609
48957,0.005675
48958,0.000934
48967,0.001761
49007,0.001926
49010,0.010717
49012,0.007129
49014,0.004445
49015,0.002762
49016,0.00023
49019,0.060087
49024,0.002181
49025,0.001217
49028,0.004236
49036,0.001615
49037,0.0011
49039,0.004613
49040,0.008157
49044,0.00053
49147,0.000413
49178,0.007568
49180,0.00132
49181,0.051262
49182,0.018249
49183,0.000145
49184,0.008967
49186,0.05189
49188,0.003967
49192,0.005454
49193,0.001196
49194,0.006186
49216,0.0647
49218,0.000459
49236,0.003616
49244,8.3e-05
49245,0.014163
49246,0.008001
49250,0.001462
49262,0.003987
49265,0.002033
49267,0.002976
49268,0.015061
49270,0.003664
49271,0.001621
49273,0.00731
49276,0.001847
49277,0.002864
49278,0.000365
49279,0.035344
49281,0.054919
49287,0.00108
49373,0.040763
49374,0.002794
49375,0.002625
49376,0.001679
49378,0.002327
49379,0.115541
49380,0.003568
49404,0.010607
49405,0.001945
49446,0.000482
49449,0.002906
49450,0.002428
49451,0.00307
49452,0.007029
49454,0.004258
49455,0.001538
49466,0.000517
49469,0.00905
49472,0.000207
49473,0.00055
49474,0.000441
49475,0.0006
49476,0.002488
49477,0.001854
49478,0.012803
49480,0.02591
49481,0.004944
49482,0.030477
49484,0.00627
49485,0.001601
49511,0.00052
49529,0.0215
49540,0.017325
49544,0.031577
49545,0.016872
49546,0.002811
49547,0.002179
49548,0.001873
49558,0.017527
49587,0.00083
49588,0.001128
49591,0.241368
49641,0.003716
49644,0.001156
49654,0.003666
49670,0.002564
49674,0.000726
49675,0.000172
49676,0.002676
49679,0.000961
49686,0.030282
50171,0.009446
50172,0.002641
50173,0.017104
50178,0.002546
50179,0.002494
50182,0.006912
50187,0.01569
50189,0.005698
50190,0.000863
50191,0.001813
50192,0.010585
50194,0.00203
50195,0.001264
50199,0.002761
50200,0.002666
50201,0.009269
50205,0.001588
50206,0.005359
50207,0.004367
50208,0.001118
50211,0.006237
50212,0.002652
50217,0.000289
50219,0.000462
50220,0.000921
50224,0.002665
50225,0.091229
50226,0.002464
50227,0.02396
50228,0.001959
50229,0.004433
50230,0.004689
50231,0.020793
50232,0.000808
50233,0.000384
50234,0.073607
50235,0.000816
50237,0.036563
50239,0.010146
50242,0.004623
50244,0.003
50245,0.002393
50247,0.000347
50248,0.006097
50249,0.002255
50250,0.005092
50252,0.000521
50253,0.247529
50254,0.008204
50256,0.002443
50258,0.006455
50259,0.014764
50264,0.008679
50266,0.003687
50267,0.002132
50270,0.005118
50274,0.001393
50276,0.037996
50277,0.007224
50286,0.000216
50288,0.000951
50290,0.014319
50296,0.007805
50298,0.000395
50300,0.001124
50303,0.009261
50307,0.000449
50312,0.001233
50313,0.000563
50314,0.00684
50316,0.000837
50318,0.000344
50319,0.000483
50320,0.000926
50324,0.002518
50325,0.001735
50326,0.001724
50327,0.004837
50334,0.000401
50339,0.005356
50342,0.000322
50343,0.159871
50344,0.035836
50351,0.00183
50352,0.02117
50353,0.002892
50355,0.033338
50358,0.111396
50363,0.000502
50366,0.205853
50367,0.000483
50368,0.000727
50369,0.039279
50371,0.000852
50372,0.000662
50373,0.031112
50374,0.069674
50375,0.00521
50377,0.072025
50379,0.226232
50382,0.003647
50388,0.013904
50390,0.01407
50396,0.132131
50399,0.005786
50400,0.002479
50402,0.002664
50409,0.047441
50412,0.00241
50413,0.010841
50414,0.000464
50416,0.013754
50417,0.005291
50422,0.012
50423,0.007811
50425,0.00233
50426,0.018195
50427,0.003937
50428,0.00112
50430,0.001685
50433,0.001677
50434,0.001581
50436,0.001375
50437,0.001078
50440,0.005005
50442,0.003053
50445,0.011977
50446,0.00182
50447,0.003637
50448,0.005754
50450,0.012603
50451,0.01673
50452,0.004536
50453,0.004728
50454,0.086215
50455,0.09423
50457,0.000785
50459,0.445799
50462,0.006311
50465,0.017364
50466,0.004253
50468,0.03008
50470,0.058895
50472,0.036521
50473,0.007384
50474,0.014748
50475,0.018421
50476,0.015683
50479,0.001495
50481,0.004059
50483,0.001556
50484,0.162527
50485,0.006042
50487,0.000516
50489,0.002335
50491,0.00268
50494,0.002478
50495,0.009606
50497,0.001796
50498,0.155224
50500,0.002191
50501,0.00149
50505,0.001098
50507,0.001
50509,0.000755
50510,0.003213
50511,0.057501
50512,0.029637
50513,0.000708
50515,0.01494
50518,0.000636
50520,0.082599
50521,0.007671
50522,0.004043
50526,0.002666
50529,0.00185
50530,0.018171
50534,0.001784
50538,0.020094
50540,0.003432
50542,0.000664
50543,0.003796
50550,0.00142
50551,0.000328
50552,0.002646
50553,0.006442
50557,0.223235
50560,0.010174
50566,0.057815
50567,0.008577
50569,0.003814
50571,0.012573
50572,0.025464
50573,9.3e-05
50575,0.000931
50576,0.000885
50577,0.014359
50580,0.001607
50581,0.005191
50584,0.016206
50585,0.002151
50586,0.028013
50587,0.000732
50588,0.019893
50589,0.034966
50590,0.016702
50592,0.009546
50593,0.017019
50594,0.011291
50595,0.001449
50596,0.09633
50597,0.035079
50598,0.000584
50600,0.000546
50605,0.588013
50609,0.037952
50611,0.005291
50613,0.000432
50614,0.005805
50616,0.019461
50617,0.007995
50618,0.000525
50619,0.007475
50621,0.00125
50623,0.000363
50624,0.001113
50626,0.000801
50630,0.002144
50631,0.011669
50632,0.000451
50633,0.001837
50639,0.01663
50642,0.000424
50646,0.00264
50648,0.005683
50655,0.000915
50656,0.001542
50657,0.007363
50660,0.000654
50661,0.001162
50663,0.043794
50664,0.000585
50666,0.001102
50671,0.000264
50673,0.000877
50677,0.007074
50679,0.002229
50680,0.001299
50682,0.025545
50683,0.017519
50684,0.00184
50685,0.245294
50686,0.014952
50688,0.004513
50689,0.123173
50692,0.001553
50697,0.000168
50698,0.001467
50699,0.000437
50700,0.002636
50702,0.004039
50704,0.405448
50705,0.011709
50709,0.002966
50718,0.023152
50719,0.04479
50722,0.001236
50723,0.01381
50724,5.7e-05
50727,9e-06
50728,0.000539
50729,0.053352
50733,0.002939
50741,0.001437
50748,0.004062
50749,0.024382
50753,0.002747
50754,0.024956
50763,0.000277
50765,0.045056
50768,0.011851
50770,0.002984
50773,0.001597
50779,0.002415
50780,0.000519
50781,0.00067
50782,0.026237
50783,0.000366
50784,0.000538
50786,0.00048
50788,0.000735
50794,0.194695
50795,0.008619
50796,0.005719
50797,0.024436
50798,0.051476
50799,0.000905
50801,0.02161
50803,0.00061
50804,0.000729
50808,0.00212
50812,0.000334
50813,0.005489
50815,0.000617
50816,0.001499
50817,0.000777
50818,0.660272
50821,0.003126
50823,0.001307
50825,0.001439
50827,0.003955
50829,0.001128
50830,0.009131
50831,0.006463
50833,0.003108
50834,0.005479
50836,0.003243
50838,0.000197
50839,0.001155
50843,0.018069
50851,0.016395
50852,0.001057
50855,0.005303
50856,0.006413
50858,0.001544
50860,0.024066
50866,0.001873
50869,0.080667
50870,0.047911
50871,0.00265
50873,0.25443
50875,0.002532
50878,0.001721
50879,0.006065
50880,0.003771
50885,0.001732
50886,0.084532
50888,0.000555
50890,0.000752
50891,0.000759
50892,0.003619
50893,0.003045
50896,0.000917
50897,0.006049
50899,0.003062
50900,0.000448
50901,0.001252
50902,0.004346
50904,0.003848
50905,0.002057
50906,0.0039
50907,0.004903
50908,0.021545
50909,0.003121
50911,0.001714
50913,0.041084
50917,0.002018
50918,0.083607
50923,0.000541
50924,0.090328
50925,0.026233
50927,0.013171
50928,0.001298
50933,0.203364
50934,0.020911
50935,0.004873
50937,0.15472
50938,0.009342
50939,0.002881
50940,0.00587
50941,0.00108
50942,0.005803
50943,0.001788
50944,0.004583
50945,0.001762
50946,0.013849
50947,0.000366
50948,0.108887
50951,0.000482
50956,0.000912
50957,0.021177
50960,0.002596
50966,0.001402
50970,0.016969
50980,0.00087
50986,0.001274
50987,0.006848
50988,0.001659
50989,0.012618
50990,0.000429
50991,0.002731
50992,0.000714
50993,0.000275
50994,0.00367
51000,0.000837
51001,0.015535
51002,0.008592
51003,0.001852
51012,0.005873
51013,0.000999
51020,0.003492
51021,0.003222
51022,0.012971
51023,0.003904
51024,0.001367
51025,0.00225
51031,0.000806
51033,0.004938
51035,0.002736
51036,0.001675
51039,0.017595
51040,0.003741
51041,0.004033
51042,0.038903
51043,0.002527
51044,0.004708
51047,0.003933
51048,0.001775
51050,0.37287
51051,0.001049
51053,0.002025
51054,0.164651
51056,0.004821
51058,0.000805
51061,0.005751
51063,0.00239
51065,0.001018
51067,0.013447
51069,0.134701
51070,0.002125
51072,0.007866
51075,0.055293
51076,0.025181
51078,0.011483
51081,0.003649
51091,0.001123
51093,0.05922
51094,0.001816
51096,0.043551
51100,0.002809
51102,0.002465
51103,0.00265
51105,0.000696
51106,0.004198
51107,0.01961
51111,0.008452
51114,0.037889
51115,0.047134
51116,0.00357
51118,0.006308
51123,0.004964
51125,0.011125
51127,0.000694
51132,0.001035
51135,0.00104
51138,0.000315
51144,0.007352
51149,0.005689
51152,0.000802
51153,0.002677
51154,0.148713
51155,0.016889
51157,0.000238
51158,0.002422
51161,0.002295
51165,0.010395
51170,0.060683
51171,0.002072
51179,0.007044
51180,0.030766
51181,0.009843
51183,0.001511
51187,0.085338
51190,0.005904
51192,0.000239
51193,0.057486
51198,0.002188
51201,0.001902
51202,0.000918
51205,0.001069
51211,0.00173
51212,0.00913
51217,0.00433
51219,0.002266
51220,0.033886
51221,0.000812
51225,0.003431
51227,0.00022
51230,0.030944
51231,0.040218
51234,0.024371
51237,0.182021
51238,0.000608
51239,0.015691
51240,0.021968
51241,0.0024
51242,0.000434
51244,0.003473
51247,0.001374
51248,0.000962
51253,0.001855
51254,0.004983
51255,0.000752
51256,0.000205
51262,0.006379
51265,0.002003
51272,0.035143
51273,0.00052
51275,0.002171
51278,0.001093
51279,0.001483
51282,0.00422
51285,0.004687
51288,0.000879
51291,0.004641
51293,0.004863
51296,0.026229
51298,0.085222
51301,0.171798
51302,0.00435
51303,0.000888
51304,0.000461
51306,0.002477
51307,0.001242
51314,0.006311
51315,0.000355
51317,0.007964
51319,0.000661
51320,0.018165
51323,0.001712
51327,0.004518
51329,0.000799
51331,0.000373
51333,0.001401
51336,0.002498
51342,0.006313
51344,0.002435
51348,0.189297
51350,0.208495
51352,0.014402
51354,0.002539
51355,0.100503
51356,0.209761
51357,0.005001
51360,0.01091
51361,0.008643
51362,0.077918
51363,0.231404
51364,0.004773
51366,0.01401
51367,0.382792
51372,0.001893
51373,0.135725
51378,0.014589
51379,0.004853
51380,0.000988
51383,0.003572
51385,0.000725
51387,0.029844
51389,0.012733
51390,0.068854
51391,0.011789
51394,0.005848
51400,0.042497
51402,0.000567
51405,0.001908
51411,0.004764
51413,0.000494
51415,0.09305
51416,0.001442
51425,0.006618
51427,0.00038
51430,0.002861
51433,0.006413
51434,0.00256
51437,0.000185
51438,0.013464
51440,0.00275
51443,0.001429
51446,0.047088
51448,0.001065
51449,0.008912
51450,0.001052
51451,0.4621
51453,0.002047
51457,0.000412
51459,0.003073
51460,0.004224
51461,0.005937
51462,0.39931
51463,0.001308
51465,0.000547
51466,0.014183
51474,0.006989
51475,0.004037
51477,0.001603
51478,0.003588
51481,0.009127
51482,0.005152
51483,0.001731
51484,0.071428
51487,0.001136
51488,0.000105
51493,0.002393
51496,0.13585
51497,0.009749
51500,0.004737
51503,0.009579
51504,0.00563
51506,0.040813
51508,0.000537
51519,0.0047
51522,0.00154
51524,0.000795
51529,0.002368
51532,0.047625
51533,0.000715
51534,0.006229
51537,0.005278
51540,0.001418
51543,0.000317
51545,0.000578
51547,0.000962
51548,0.028191
51549,0.000534
51550,0.019104
51556,0.001423
51562,0.000653
51573,0.008464
51591,0.015444
51592,0.096465
51593,0.159428
51594,0.001113
51595,0.448462
51618,0.010309
51619,0.006148
51620,0.012471
51621,0.000778
51625,0.003056
51626,0.002037
51627,0.003863
51630,0.001303
51635,0.275992
51639,0.034434
51655,0.002276
51671,0.000733
51672,0.02918
51673,0.022871
51674,0.008278
51679,0.001259
51682,0.00242
51685,0.002965
51686,0.000792
51687,0.007443
51703,0.046493
51708,0.140942
51728,0.359635
51733,0.207537
51734,0.001229
51738,0.003012
51748,0.002926
51753,0.712759
51755,0.006703
51761,0.004966
51766,0.436734
51777,0.002206
51783,0.0022
51784,0.000484
51786,0.007482
51787,0.038788
51792,0.005841
51800,0.000989
51802,0.010718
51809,0.00275
51811,0.001123
51818,0.000453
51819,0.001617
51830,0.000868
51835,0.008367
